,tweet,label
1433,"@VodafoneUK #VodafoneTreats ðŸŽ Spring walk to dust the cobwebs off with my son, walking round Teggs Nose in Macclesfield https://t.co/FmImIwt0aQ",1
1434,"@VodafoneUK #VodafoneTreats _x000D_
 This beaut NEC my first love ! _x000D_
Snake ðŸ first game _x000D_
Fave phone is iPhone 11 _x000D_
Candy crush fave game https://t.co/vEfm3RUp4s",1
1435,@VodafoneUK #VodafoneTreats walking the dogs in the countryside https://t.co/Wl4HtEZOfy,1
1436,"@VodafoneUK #VodafoneTreats  we been on our family adventures to the ew forest spring is my favourite season where everything comes to life , just love seeing these horses, donkeys and cows roam free https://t.co/QC5ixuhTYP",1
1437,"@VodafoneUK #VodafoneTreats we went for a walk near our home and came across a sunflower field, a little bit of brightness amongst the chaos last year! https://t.co/assZUBxQPi",1
1438,"@VodafoneUK #VodafoneTreats we went on a road trip to Wales and went exploring up the hills , it made us feel amazing being in the countryside the views were amazing https://t.co/6ghmmo6Ol1",1
1439,"@VodafoneUK #VodafoneTreats We went to Bath , such a beautiful city it really gave us a good feeling x https://t.co/Tqkyz8sq1x",1
1440,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: A Motorola brick phone_x000D_
Favourite phone: Samsung s8, simple but great_x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Giving my age away now but it has to be a puzzle type one, or reliving my youth...Willy Wonka ðŸ­ðŸ«",1
1441,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Erikson brick_x000D_
Favourite phone: Huawei P20 Pro_x000D_
First mobile game: Don't play games_x000D_
Favourite mobile game: Don't play games",1
1442,"@VodafoneUK #VodafoneTreats_x000D_
First phone: LG KS360 (classic slide phone)_x000D_
Favourite phone: HTC Desire 626 (First phone I saved for)_x000D_
First mobile game: Flappy Bird_x000D_
Favourite mobile game: Peggle Blast",1
1443,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: MAXON MN1 MX-3204 (only stored 15 sms ðŸ¤£_x000D_
Favourite phone:Nokia 6230_x000D_
First mobile game: snake_x000D_
Favourite mobile game: summer games",1
1444,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: motarola orange. _x000D_
Favourite phone: motarola Razr_x000D_
First mobile game: snake_x000D_
Favourite mobile game: candy crush",1
1445,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Motorola C52_x000D_
Favourite phone: Nokia 3310_x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Still Snake",1
1446,"@VodafoneUK #VodafoneTreats_x000D_
First phone - Motorola D160_x000D_
Fav phone - Oppo find X3 Pro_x000D_
First Mob game - probs snake_x000D_
Fav mob game - wordl",1
1447,"@VodafoneUK #VodafoneTreats_x000D_
First phone: Motorola Flip Phone_x000D_
Favourite phone: Samsung S9+_x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Farm Heroes Saga",1
1448,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Motorola M300_x000D_
Favourite phone: Nokia 6310i best Batterylife ever and still gave it._x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Snake",1
1449,"@VodafoneUK #VodafoneTreats_x000D_
First phone Motorola M3788_x000D_
Favourite phone Huawei P20_x000D_
First mobile game Snake_x000D_
Favourite mobile game Wordscapes",1
1450,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: NEC (Three network)_x000D_
Favourite phone: Samsung S range_x000D_
First mobile game: can't remember! It was 18 years ago when I first had a mobile phone!!_x000D_
Favourite mobile game: Harry Potter Puzzles and Spells_x000D_
_x000D_
ðŸ˜Žâ˜ºï¸",1
1451,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Nokia 1011_x000D_
Favourite phone: Blackberry Curve_x000D_
First mobile game: Snake ðŸ _x000D_
Favourite mobile game: Candy Crush ðŸ­",1
1452,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Nokia 1610_x000D_
Favourite phone: Samsung s3_x000D_
First mobile game: tetris_x000D_
Favourite mobile game: tiles",1
1453,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone:  Nokia 3210_x000D_
Favourite phone: Samsung Galaxy _x000D_
First mobile game: Tetris_x000D_
Favourite mobile game:  Snake_x000D_
#VodafoneTreats",1
1454,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Nokia 3310_x000D_
Favourite phone: IPhone _x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Solitaire",1
1455,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Nokia 3310_x000D_
Favourite phone: Nokia 3310_x000D_
First mobile game: snake_x000D_
Favourite mobile game: snake",1
1456,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Nokia 3310_x000D_
Favourite phone: Samsung Note 10_x000D_
First mobile game: Snakes _x000D_
Favourite mobile game: Candy Crush",1
1457,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Nokia 6210_x000D_
Favourite phone: Pixel 4a_x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Candy Crush",1
1458,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Sharp GX10_x000D_
Favourite phone: Samsung S22 Ultra_x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Dragonball Z Dokkan",1
1459,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Sony Ericsson A1018_x000D_
Favourite phone: Apple iPhone 12_x000D_
First mobile game: snake_x000D_
Favourite mobile game: PokÃ©mon go",1
1460,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone: Sony Ericsson_x000D_
Favourite phone:Samsung s20_x000D_
First mobile game:Snake_x000D_
Favourite mobile game:Space impact",1
1461,"@VodafoneUK #VodafoneTreats_x000D_
_x000D_
First phone:m3788e motarola_x000D_
_x000D_
Favourite phone: iPhone 12_x000D_
First mobile game: snake _x000D_
Favourite mobile game angry birds ðŸ¦",1
1462,"@VodafoneUK #VodafoneTreats_x000D_
First phone:Nokia 3210_x000D_
Favourite phone: my trusty  Samsung galaxy  s6 ðŸ¤£ would so love an upgrade _x000D_
First mobile game: Snake_x000D_
Favourite mobile game: Candy CrushðŸ¬ðŸ¬ðŸ¬ðŸ¬ðŸ¬ðŸ¬ðŸ¬ðŸ¬",1
1463,@VodafoneUK #vodaphonetreats Love sharing fun-times in the city with friends - knowing thereâ€™s always more to enjoy! ðŸŒŸ https://t.co/OHbdq9Taum,1
1464,@VodafoneUK Walking carrying my boy close is always a precious timeâ¤ï¸ #VodafoneTreats https://t.co/hAtj1dVdIj,1
1465,@VodafoneUK Walking through the woods on a spring day with my boy https://t.co/rWdjWcgw7h,1
1466,@EE was it really necessary to wake me up with a text after midnight to tell me this?! Feels like something that could have waited til the morningâ€¦ https://t.co/JlhBoGfkdS,-1
1467,"We are off! The final session of our Inclusion in Tech Festival 2022. Itâ€™s shaping up to be a good one -  we have Rachael Joyce @PwC_UK, Kaammini Chanrai @VodafoneUK, Mark Russell @kpmguk and Roz Britton @scotgov #ThisWorks #InclusionInTech #TTC2022 https://t.co/kKHXfgfMr0",1
1468,@VodafoneUK We enjoyed spotting these huge snowdrops in the spring sunshine! https://t.co/vSDRsQ9idM,1
1469,@EE We have been waiting for broadband reconnection since the Friday storm 18th. Someone came out 19 but too windy to reconnect. Since then we have had three dates for engineers and nobody has come. Please help!,-1
1470,"We recently challenged The Radfords, the UKâ€™s biggest family, to put @EEâ€™s Full Fibre Broadband to the ultimate family test at our House of Fibre â€“ an immersive tech experience connecting 100 devices simultaneously. https://t.co/Qc3J0nPPFr",1
1471,"@VodafoneUK We went for a walk in our local country park. The sunshine, views for miles and the beautiful countryside just make us excited for spring! #VodafoneTreats https://t.co/TphQxsbXr3",1
1472,"@VodafoneUK Went for a walk yesterday, now that the weather is a bit more mild. Itâ€™s definitely my fav time of year - flowers starting to bloom, not too hot or too cold, days getting longer â™¥ï¸ if I could permanently live in springtime I would #VodafoneTreats https://t.co/tZLE07iimQ",1
1473,"Went out to celebrate the BAFTA Rising Stars and wore platforms so I was taller than all of them. LOOK WHOâ€™S RISING NOW!!! 
@VFLDN @ee @baftaÂ #EERisingStar #EEBAFTAsÂ  @sohohouse @LoopVIP https://t.co/L2xSdYPZ8t",1
1474,@EE Weâ€™ve moved into the next data period now so itâ€™s resolved. Hope we donâ€™t have the same problem again in a March!,1
1475,"Weâ€™ve set up a JustGiving page to support @BritishRedCross in helping the crisis in Ukraine. You can donate here: https://t.co/cb2ljxblmL. It's also incredible to see @EE, @ThreeUK, @VMO2News &amp; @VodafoneUK step up &amp; help keep those in need connected. https://t.co/1YkQMWdItr",1
1476,@EE What a rip off with your price increases! Was not worth sticking around even thought I got my NHS discount. Seems like it's payback!,-1
1477,"What an honor it is to be nominated. Thank you to @EE for the recognition! 

You get to decide which game wins the EE Game of the Year Award, so go and vote! https://t.co/XKN6y5Tofa",1
1478,@EE what is the best way to contact you about protections on my account - just had some really bad scammers try to social engineer into getting access to my account.,-1
1479,@EE what planet are you on can you stop your telesales team from harassing me !  I can an email to say yours rising the prices per month by Â£7 !!  Then I get you trying to sell me additional products to increase my already high prices I pay !!,-1
1480,"@KolaBokinni @VFLDN @LoopVIP @AzimMajid @EE @BAFTA @phildunster @Toheeb_Jimoh @brettgoldstein @Moe_eezy What shade of black is that shirt, @brettgoldstein ? ðŸ˜‚",1
1481,@MissEmerKenny @VFLDN @EE @BAFTA @sohohouse @LoopVIP What was the weather like up there?,1
1482,@EE Whatâ€™s the extra 3.9%? 2/2,-1
1483,@VodafoneUK Whatâ€™s yours?,1
1484,@EE When are you getting stock for s22 ultra burgundy? I upgraded early on Saturday just gone and said was in stock. Now on Tuesday itâ€™s out of stock with no updates of when I will get my phone. Quick to take my money but no help of updates.,-1
1485,"@EE When I read ""House of Fibre coming to Bristol"" my immediate thought was ""Oooo a new wool shop. Hoorah!""._x000D_
_x000D_
Disappointed â˜¹ï¸_x000D_
_x000D_
#knitting",1
1486,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP when will we have photos of you in heartstopper?? ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1
1487,@MarcAllera @CNBC @bt_uk @EE @cnbcKaren When you going to upload on YouTube?,1
1488,@Crocidolite11 @tescomobile @EE Where did you learn maths as Â£5.62 extra a month for a year is Â£67.44,-1
1489,@EE Where do they get the Â£299 for a chromebook from?????? They go for between Â£60 and Â£130 new on ebay!!!!!,1
1490,@tarmac112 @EE Where I live in East london three signal is absolutely rubbish very weak and slow. EE and Vodafone signal is the best in my area.,-1
1491,"@EE where would I find out about any outtages please? Had no signal for over a week now, and neither do my colleagues. Iâ€™m using my phone for work purposes and calls cannot be made or received nor connection to the internet. Many thanks x",-1
1492,"@hwallop @EE Whist on the matter of service, the Overground train service staff went above and beyond yesterday, especially the driver of the last rain from Imperial Wharf to Euston he even suggested buses.
Outstanding.",1
1493,"@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP who hurt you right before this picture , bash",1
1494,"@VodafoneUK Who needs a man when you have a lovely family, friends and pets around you. Valentine's breakfast with great company #LOVE https://t.co/Jxd4XCaYH1",1
1495,@EE who sends a brand new iPhone in a plastic bag??? https://t.co/RIBgB6TVuL,-1
1496,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP Why are you so cute??? ðŸ¥º,1
1497,"@VodafoneUK Why, during a very upsetting time do you make dealing with bereavement so difficult? Your frontline team are hopeless to help, even when LPA reference numbers, photos of passports are shared. @bt_uk and even financial institutions don't make it this difficult. Help!",-1
1498,@EE why have I been billed a full month for a phone I only received last week?  Especially as Iâ€™m having to pay @BTCare for the rest of the month plus cancellation charges.,-1
1499,@EE why have I got a spend cap? Surely that should be optional and not just arbitrarily applied when you open an account? Very disappointed with my new contract with you! I'm very capable of managing my money myself than you!!!,-1
1500,"Why is it OK for businesses to increase their prices by the rate of inflation PLUS 3.9%? (I am looking at you @EE &amp; @bt_uk, though there are numerous others).

This is while existing contracts are in place at an already agreed price.

How long can this carry on?",-1
1501,@VodafoneUK why is it so incredibly difficult to talk to someone? Is it any wonder Iâ€™m trying to leave!!,-1
1502,"@EE why is you're website down, especially when I'm Eligible for a upgrade ðŸ¤¦â€â™‚ï¸ðŸ˜”",-1
1503,@EE Why not give an option to reduce the packages by 10% instead of charging already struggling people 10% more. Pure Capitalist greed. Blame inflation but greed is the reason.,-1
1504,"@EE Why supply my password? I didn't ask for anything, just pointing out increasing the prices at the MAXIMUM allowed is corporate greed and doesn't look good when we are in the middle of a cost of living crises.",-1
1505,"Why you gotta tempt me like this @EE ?!_x000D_
_x000D_
Any digital ones coming in soon?? ðŸ˜‰ https://t.co/HF83pEYTzJ",1
1506,@EE Will do,1
1507,@EE WILL PAY FOR THESE BILL SURGES ðŸ˜­,1
1508,"With everything else going up in my price, how am I not surprised with @EE's increase on my monthly phone bill...... https://t.co/gvYhPXWQn9",-1
